bytes_transferred,congestion_window
108040,20
108040,26
267180,66
670140,140
1080400,280
1731560,559
3229520,949
5444340,1898
6841560,3796
9333780,4291
11550060,4291
13813060,4725
15686240,4725
17836820,1803
20421020,1467
22843160,2323
24735320,2324
27471360,1396
29880360,1635
31919980,1646
34105600,1657
36371520,1667
38653500,1677
41024540,1174
43763500,1182
45848380,1191
47541980,1199
49301280,1207
50994880,1215
52754180,1223
54513480,1230
56272780,1237
58096320,1244
59855620,1252
61679160,1258
63438460,1265
65262000,1271
67085540,1278
68974780,1284
70798320,1290
72687560,1296
74576800,1301
76400340,1307
78289580,1312
80178820,1317
82068060,1322
84021540,1327
85910780,1331
87864260,1336
89753500,1340
91706980,1344
93660460,1348
95549700,1352
97503180,1356
99456660,1360
101410140,1364
103429320,1367
105382800,1370
107336280,1373
109355460,1376
111308940,1379
113328120,1382
115347300,1385
117300780,1387
119319960,1390
121339140,1392
123358320,1395
125377500,1397
127396680,1399
129415860,1401
131440880,1403
133471740,1405
135505520,1406
137475060,1408
139511760,1409
141551380,1411
143592460,1412
145635000,1413
147679000,1395
148784220,990
151584500,1002
153212400,1011
154644660,1018
156076920,1025
157574880,1031
159072840,1038
160570800,1045
162068760,1051
163566720,1057
165130380,1063
166628340,1069
168192000,1075
169689960,1080
171253620,1085
172817280,1090
174380940,1095
176008840,1100
177572500,1105
179136160,1110
180764060,1114
182391960,1119
183955620,1123
185583520,1127
187211420,1131
188839320,1135
190467220,1138
192160820,1142
193788720,1145
195416620,1148
197110220,1151
198738120,1154
200431720,1157
202059620,1160
203753220,1163
205446820,1165
207140420,1168
208834020,1170
210527620,1172
212221220,1174
213914820,1176
215608420,1178
217431960,1180
219125560,1182
220884860,1184
222578460,1185
224272060,1186
225965660,1188
227724960,1189
229418560,1190
231177860,1191
232871460,1192
234565060,1193
236324360,1194
238017960,1195
239777260,1196
241536560,1197
243230160,1198
244989460,1199
246683060,1199
248442360,1200
250201660,1200
251895260,1200
253654560,1201
255413860,1201
257107460,1201
258866760,1202
260626060,1202
262319660,1202
264078960,1202
265838260,1202
267531860,1202
269291160,1202
271050460,1202
272744060,1202
274503360,1202
276262660,1202
278021960,1202
279715560,1202
281474860,1202
283234160,1202
284927760,1202
286687060,1202
288446360,1202
290205660,1202
291899260,1202
293527160,841
293591400,850
296568340,861
297870660,872
299107280,883
300343900,893
301646220,903
302948540,913
304250860,922
305553180,932
306921200,941
308223520,950
309591540,959
310959560,967
312391820,976
313759840,984
315192100,992
316624360,1000
318056620,1007
319488880,1015
320921140,1022
322419100,1029
323851360,1035
325349320,1042
326847280,1049
328410940,1055
329908900,1061
331406860,1067
332970520,1073
334534180,1079
336032140,1084
337595800,1089
339159460,1094
340787360,1099
342351020,1104
343914680,1109
345542580,1113
347170480,1118
348734140,1122
350362040,1126
351989940,1130
353617840,1134
355245740,1137
356873640,1141
358567240,1144
360195140,1148
361823040,1151
363516640,1154
365210240,1157
366838140,1160
368531740,1163
370225340,1165
371918940,1168
373612540,1170
375371840,1172
377065440,1174
378954680,1176
380648280,1178
382341880,1180
384035480,1182
385729080,1184
387488380,1185
389181980,1187
390875580,1188
392634880,1189
394394180,1190
396087780,1191
398106960,1192
399866260,1193
401755500,1194
403449100,1195
405208400,1196
406967700,1197
408661300,1198
410420600,1199
412179900,1199
413939200,1200
415632800,1200
417392100,1200
419085700,1201
420845000,1201
422604300,1201
424297900,1202
426057200,1202
427816500,1202
429575800,1202
431335100,1202
433028700,1202
434788000,1202
436547300,1202
438240900,952
438305140,847
441264560,858
442632580,869
443869200,880
445105820,890
446408140,900
447644760,910
448947080,920
450315100,929
451617420,938
452985440,947
454353460,956
455721480,965
457089500,973
458457520,981
459889780,989
461322040,997
462754300,1005
464186560,1012
465618820,1019
467116780,1026
468549040,1033
470047000,1040
471544960,1046
473042920,1053
474540880,1059
476104540,1065
477602500,1071
479166160,1077
480729820,1082
482293480,1087
483857140,1092
485420800,1097
486984460,1102
488548120,1107
490176020,1112
491803920,1116
493367580,1120
494995480,1124
496623380,1128
498251280,1132
499879180,1136
