bytes_transferred,congestion_window
108040,20
108040,26
108040,40
370840,52
529980,52
529980,52
560640,52
560640,52
560640,52
560640,52
560640,52
560640,52
560640,52
560640,52
560640,52
560640,26
560640,52
591300,97
689120,194
1613300,292
2524340,584
3892360,1168
6041480,2336
7749680,3981
9367360,2154
12446500,1139
14938720,1956
16462960,1969
18416440,1378
21124740,1387
23522060,1396
25736880,1405
27899140,1414
29944600,1423
32003200,1432
34074940,1440
36158360,1448
37069400,1013
37133640,1013
39939760,1026
41633360,1035
43131320,1042
44629280,1050
46127240,1056
47625200,1063
49188860,1070
50686820,1077
52250480,1083
53814140,1089
55377800,1095
56941460,1100
58569360,1106
60133020,1112
61760920,1117
63324580,1122
64952480,1127
66580380,1132
68208280,1137
69836180,1141
71464080,1146
73157680,1036
73287620,806
76236820,815
77473440,822
78645820,829
79818200,834
81054820,840
82227200,846
83463820,851
84700440,856
85937060,862
87173680,867
88410300,872
89646920,877
90883540,881
92185860,886
93422480,890
94724800,895
96027120,899
97329440,903
98631760,907
99934080,910
101236400,914
102538720,917
103841040,921
105209060,924
106511380,927
107813700,930
109181720,933
109441600,653
109441600,657
112503220,664
113479960,670
114456700,675
115367740,680
116344480,685
117321220,690
118363660,695
119340400,700
120317140,704
121359580,709
122402020,713
123378760,717
124421200,721
125463640,725
126506080,728
127548520,732
128590960,735
129633400,738
130740080,741
131782520,744
132889200,747
133931640,750
135038320,753
136080760,756
137187440,758
138294120,761
139400800,763
140507480,765
141614160,767
142720840,769
143827520,771
144934200,773
145585360,549
145585360,546
147930120,551
148711220,555
149492320,560
150339120,565
151120220,570
151967020,574
152748120,578
153594920,582
154441720,586
155288520,590
156135320,593
156982120,597
157828920,600
158675720,604
159586760,607
160433560,610
161344600,613
162191400,615
163102440,618
163949240,621
164860280,623
165771320,625
166682360,627
167529160,629
168440200,631
169351240,633
170262280,635
171173320,637
172084360,639
172995400,640
173972140,642
174883180,643
175794220,644
176705260,645
177682000,646
178593040,647
179504080,648
180480820,649
181391860,650
181717440,455
181781680,459
183930800,464
184581960,469
185233120,473
185948520,477
186599680,481
187315080,485
187966240,488
188681640,492
189397040,495
190112440,498
190827840,502
191543240,505
192258640,508
192974040,510
193755140,513
194470540,515
195185940,518
195967040,520
196682440,522
197463540,524
198244640,526
198960040,528
199741140,530
200522240,532
201303340,534
202084440,535
202865540,536
203646640,538
204427740,539
205143140,540
205924240,541
206705340,542
207486440,543
208267540,544
209048640,545
209829740,546
210610840,547
211457640,548
212238740,549
213019840,549
213800940,550
214582040,550
215363140,550
216209940,551
216991040,551
217772140,511
217902080,386
219334340,390
219855560,394
220441020,398
220962240,402
221547700,406
222133160,409
222718620,412
223304080,415
223889540,418
224540700,421
225126160,424
225711620,427
226362780,430
226948240,432
227599400,434
228184860,437
228836020,439
229487180,441
230072640,443
230723800,445
231374960,447
232026120,449
232677280,450
233328440,452
233979600,453
234630760,454
235281920,456
235933080,457
236584240,458
237235400,459
237886560,460
238601960,461
239253120,462
239904280,463
240555440,464
241270840,464
241922000,465
242573160,465
243224320,466
243939720,466
244590880,467
245242040,467
245957440,467
246608600,467
247259760,468
247975160,468
248626320,468
249341720,468
249992880,468
250644040,468
251359440,468
252010600,468
252726000,468
253377160,468
254028320,400
254092560,329
255329180,336
255784700,342
256240220,347
256761440,352
257282660,358
257738180,363
258259400,368
258780620,372
259301840,377
259887300,381
260408520,386
260929740,390
261515200,393
262036420,397
262621880,401
263207340,405
263792800,408
264378260,412
264963720,415
265549180,418
266134640,421
266720100,424
267371260,427
267956720,430
268607880,432
269193340,434
269844500,436
270495660,439
271081120,441
271732280,443
