bytes_transferred,congestion_window
108040,20
108040,34
223380,72
468660,156
889140,312
1800180,555
3493780,1034
5578660,1886
6815280,3481
8987760,4320
10671140,4320
13354620,1450
15773840,3035
17778420,3035
19971340,1740
22484000,1487
24894460,1495
27186660,1505
29429220,1515
31620680,1524
33825280,1533
36041560,1543
38208200,1551
40386520,1560
42577980,1561
44836600,1561
47095220,1561
49353840,1561
51612460,1561
53871080,1561
56129700,1561
58388320,1561
60646940,1561
62905560,1561
65164180,1561
67422800,1561
69681420,1562
71941500,1562
74201580,1562
76461660,1562
78721740,1563
80983280,1563
83244820,1564
85507820,1564
87770820,1565
90035280,1565
92299740,1566
94565660,1567
96833040,1567
99100420,1568
101369260,1569
103639560,1570
106523060,1571
108796280,1572
111070960,1573
113347100,1574
115624700,1575
117903760,1577
120249980,1578
122533420,1580
124976000,1581
127482820,1107
130189660,1118
132078900,1130
133706800,1143
135334700,1156
136962600,1168
138656200,1180
140349800,1192
142043400,1204
143802700,1215
145496300,1226
147255600,1237
149079140,1248
150838440,1258
152661980,1269
154485520,1279
156309060,1288
158198300,1298
160021840,1308
161911080,1317
163800320,1326
165689560,1335
167643040,1343
169596520,1352
171485760,1360
173439240,1368
175458420,1376
177411900,1383
179431080,1391
181384560,1398
183419800,1405
185453580,1412
187497580,1418
189550340,1425
191547620,1431
193617900,1437
195696940,1444
197786200,1450
199818520,1455
201923840,1461
203972220,1466
206092140,1472
208220820,1477
210292560,1481
212434380,1486
214519260,1491
216675680,1495
218837940,1499
220941800,1503
223115740,1508
225273620,1511
227393540,1515
229585000,1519
231782300,1522
233983980,1526
236125800,1529
238337700,1532
240553980,1535
242708940,1538
244933980,1540
247161940,1543
249394280,1545
251629540,1548
253803480,1550
256046040,1552
258355760,1554
260668400,1556
262919720,1558
265173960,1560
267431120,1562
269716020,1563
272003840,1565
274332540,1566
276662700,1568
279385600,1098
282234060,1109
284057600,1118
285685500,1125
287249160,1133
288877060,1140
290570660,1148
292198560,1155
293826460,1161
295520060,1168
297213660,1175
298907260,1181
300600860,1187
302294460,1193
304053760,1199
305747360,1205
307506660,1210
309200260,1216
310959560,1221
312718860,1226
314478160,1231
316301700,1236
318061000,1240
319884540,1245
321643840,1249
323467380,1253
325290920,1257
327050220,1261
328873760,1265
330697300,1268
332520840,1272
334410080,1275
336233620,1278
338057160,1281
339946400,1284
341769940,1287
343659180,1290
345482720,1293
347371960,1295
349261200,1298
351150440,1300
352973980,1302
354863220,1304
356752460,1306
358641700,1308
360530940,1310
362420180,1312
364309420,1314
366262900,1315
368152140,1317
370041380,1318
371930620,1319
373884100,1320
375773340,1321
377662580,1322
379616060,1323
381505300,1324
383394540,1325
385348020,1326
387237260,1327
389190740,1328
391079980,1329
393033460,1329
394922700,1330
396876180,1330
398765420,1330
400718900,1331
402608140,1331
404561620,1331
406515100,1332
408404340,1332
410357820,1332
412247060,1332
414200540,1332
416154020,1332
418043260,1332
419996740,1332
421885980,1332
423839460,1332
425792940,1332
427682180,1332
429635660,1332
431524900,1332
433478380,1332
435431860,1332
437321100,1332
439274580,1332
441163820,1332
443117300,1332
445070780,1332
446960020,1332
448913500,1332
450802740,1332
452756220,1332
454709700,1332
456598940,1332
458552420,1333
460441660,1333
462395140,1333
464348620,1333
466237860,1334
468191340,1334
470144820,1335
472034060,1335
473987540,1336
475876780,1337
477830260,1337
479783740,1338
481737220,1339
483690700,1340
485775580,1340
488250280,1341
490139520,1342
492093000,1343
494046480,1344
495999960,1345
497953440,1347
499906920,1348
501860400,1350
503813880,1351
505767360,1353
507720840,1355
509674320,1357
511627800,1359
513581280,1361
515534760,1363
517553940,1365
519507420,1367
521460900,1369
523480080,1372
525433560,1374
527452740,1377
529471920,1380
531425400,1383
533444580,1387
535463760,1390
537417240,1393
539436420,1397
541462900,1400
543489380,1404
545543600,1408
547562780,1412
549625760,1416
551693120,1421
553750260,1425
555747540,1430
557836800,1435
559912920,1440
561996340,1445
564087060,1450
566119380,1456
568226160,1461
570340240,1467
572397380,1473
574527520,1479
576627000,1486
578711880,1492
580869760,1499
582973620,1506
585151940,1514
587366760,1521
589526100,1528
591695660,1536
593852080,1543
596084420,1552
598264200,1560
600547640,1569
602842760,1578
605126200,1587
607383360,1596
609691620,1606
612014480,1616
614312520,1625
616623700,1636
619018100,1647
621459220,1153
624233220,1169
626186700,1183
627946000,1196
629639600,1209
631333200,1222
633092500,1235
634916040,1247
636675340,1259
638498880,1270
640322420,1282
642211660,1293
644100900,1304
645924440,1315
647813680,1325
649767160,1336
652241860,1348
654131100,1358
656084580,1367
658038060,1377
660057240,1386
662010720,1395
664031360,1404
666063680,1412
668107680,1421
670164820,1429
672167940,1436
674245520,1444
676269080,1452
678370020,1459
680415480,1466
682535400,1473
684601300,1480
686677420,1487
688828000,1493
690923100,1500
693091200,1506
695269520,1512
697390900,1518
699586740,1523
701724180,1529
703936080,1534
706155280,1540
708317540,1545
710552800,1549
712728200,1554
714976600,1559
717232300,1563
719428140,1567
721695520,1571
723968740,1575
726182100,1579
728467000,1583
730757740,1586
732987160,1590
735286660,1593
737590540,1596
739834560,1600
742129680,1603
744448160,1606
746844020,1608
749480780,1125
752501520,1137
754520700,1146
756148600,1154
757842200,1162
759470100,1170
761163700,1177
762857300,1184
764550900,1191
766310200,1198
768003800,1205
769763100,1211
771522400,1218
773216000,1224
774975300,1230
776798840,1235
778558140,1241
780317440,1246
782140980,1252
783964520,1257
785788060,1262
787547360,1267
789436600,1272
791260140,1276
793083680,1281
794907220,1285
796796460,1289
798685700,1293
800509240,1296
802398480,1300
804287720,1304
806176960,1307
808066200,1310
809955440,1313
811844680,1316
813733920,1319
815623160,1322
817576640,1325
819465880,1328
821355120,1330
823308600,1333
825197840,1335
827151320,1337
829104800,1339
830994040,1341
832947520,1343
834901000,1345
836854480,1346
838807960,1348
840761440,1349
842714920,1351
844668400,1352
846621880,1353
848575360,1354
850528840,1355
852482320,1356
854435800,1357
856389280,1358
858342760,1359
860296240,1360
862315420,1361
864268900,1362
866222380,1363
868175860,1363
870195040,1364
872148520,1364
874102000,1364
876055480,1365
878074660,1365
880028140,1365
881981620,1366
884000800,1366
885954280,1366
887973460,1366
889926940,1366
891880420,1366
893899600,1366
895853080,1366
897806560,1366
899825740,1366
901779220,1366
903732700,1366
905751880,1366
907705360,1366
909658840,1366
911678020,1366
913631500,1366
915584980,1366
917604160,1366
919557640,1366
921576820,1366
923530300,1366
925483780,1366
927502960,1366
929456440,1366
931409920,1366
934471540,1367
937077640,1367
939358160,1367
941311640,1367
943330820,1368
945284300,1368
947237780,1369
949256960,1369
951210440,1370
953229620,1370
955183100,1371
957136580,1371
959155760,1372
961109240,1373
963128420,1374
965081900,1375
967101080,1376
969054560,1377
971073740,1378
973092920,1379
975046400,1380
977065580,1381
979084760,1383
981038240,1384
983057420,1386
985076600,1388
987095780,1389
989049260,1391
991071360,1393
993090540,1396
995109720,1398
997131820,1400
999158300,1403
1001189160,1405
1003222940,1408
1005261100,1411
1007303640,1413
