bytes_transferred,congestion_window
108040,20
108040,34
217540,74
427780,122
778180,260
1451240,520
3014900,774
5229720,1548
6336400,3043
8551220,3807
10179120,4842
12393940,4842
14083160,4842
16898040,1360
19320180,3405
21009400,3405
23746900,1397
26145680,2395
28105000,2395
30366540,1676
32810580,1173
35548080,1183
37567260,1192
39260860,1201
41020160,1209
42713760,1216
44473060,1224
46232360,1231
47991660,1239
49815200,1246
51574500,1253
53398040,1259
55221580,1266
57045120,1272
58868660,1279
60692200,1285
62581440,1291
64404980,1296
66294220,1302
68183460,1307
70072700,1312
71961940,1317
73851180,1322
76261640,1328
78215120,1333
80104360,1337
82057840,1341
84011320,1346
85900560,1350
87854040,1353
89807520,1357
91761000,1361
93780180,1364
95733660,1367
97687140,1370
99640620,1374
101659800,1376
103613280,1379
105632460,1382
107651640,1385
109605120,1388
111624300,1390
113643480,1392
115662660,1394
117681840,1396
119701020,1398
121720200,1400
123739380,1402
125758560,1404
127790880,1405
129824660,1407
131861360,1408
133899520,1409
135939140,1411
137981680,1412
140025680,1413
142071140,1414
144118060,1415
146166440,1416
148216280,1417
150267580,1418
152320340,1419
154374560,1420
156430240,1420
158485920,1421
160543060,1421
162600200,1422
164658800,1422
166717400,1423
168777460,1423
170837520,1423
172897580,1423
174957640,1424
176953460,1424
179013520,1424
181073580,1424
183133640,1424
185193700,1424
187253760,1424
189313820,1424
191373880,1424
193433940,1424
195494000,1424
197554060,1424
199614120,1424
201674180,1424
203734240,1424
205794300,1424
207854360,1424
209914420,1424
211974480,1424
214034540,1424
216094600,1424
218154660,1424
220214720,1424
222274780,1424
224399080,1424
226418260,1424
228478320,1425
230539840,1425
232861240,1425
235207460,1425
237724500,1426
239812300,1426
241834400,1427
243898840,1427
246027520,1428
248118240,1429
250144720,1429
252212080,1430
254280900,1431
256374540,1432
258446280,1433
260542840,1434
262640860,1435
264716980,1436
266794560,1437
268896960,1438
271303040,1439
273580640,1440
275728300,1442
277878880,1444
279968140,1445
282058860,1447
284152500,1449
286249060,1451
288348540,1453
290450940,1455
292556260,1457
294664500,1460
296777120,1462
298892660,1465
301011120,1468
303133960,1470
305259720,1473
307389860,1476
309460140,1479
311599040,1483
313743780,1486
315828660,1490
317983620,1493
320142960,1497
322308140,1501
324414920,1505
326591780,1510
328710240,1514
330900240,1519
333097540,1524
335236440,1529
337448340,1534
339667540,1539
341853160,1544
344086960,1550
346263820,1556
348515140,1562
350709520,1568
352978360,1575
355191720,1581
357479540,1588
359711880,1595
362018680,1602
364271460,1609
366560740,1617
368860240,1625
372041580,1140
374643300,1160
376336900,1174
378030500,1186
379789800,1199
381483400,1212
383177000,1223
384936300,1235
386759840,1246
388519140,1258
390342680,1271
392166220,1282
394055460,1293
395879000,1304
397768240,1314
399657480,1323
401546720,1333
403500200,1342
405389440,1352
407342920,1360
409296400,1369
411249880,1378
413269060,1386
415222540,1395
417246100,1403
419276960,1411
421319500,1419
423373720,1427
425373920,1434
427448580,1442
429534920,1449
431565780,1455
433605400,1462
435720940,1469
437781000,1475
439914060,1481
441991640,1487
444142220,1493
446237320,1499
448405420,1505
450518040,1510
452702200,1515
454893660,1520
457026720,1525
459232780,1531
461447600,1535
463602560,1539
465829060,1544
468062860,1548
470236800,1552
472482280,1556
474733600,1560
476925060,1563
479186600,1567
481453980,1570
483725740,1574
485937640,1577
488219620,1580
490505980,1583
492796720,1585
495024680,1588
497321260,1590
499620760,1593
501923180,1595
504229980,1597
506475460,1599
508788100,1601
511103660,1603
513385640,1605
516670640,1010
518951160,1128
520383420,1137
522011320,1145
523704920,1152
525332820,1160
527026420,1168
528720020,1175
530347920,1182
532107220,1189
533800820,1196
535494420,1203
537253720,1210
539013020,1216
540706620,1222
542465920,1228
544289460,1234
546048760,1239
547808060,1245
549631600,1250
551390900,1256
553214440,1260
555037980,1265
556861520,1270
558685060,1274
560508600,1279
562397840,1283
564287080,1287
566110620,1291
567999860,1294
569823400,1298
571712640,1302
573601880,1305
575491120,1308
577380360,1311
579269600,1314
581158840,1317
583048080,1320
585001560,1323
586890800,1326
588780040,1328
590733520,1331
592622760,1333
594576240,1335
596465480,1337
598418960,1339
600372440,1341
602325920,1343
604215160,1344
606168640,1346
608122120,1347
610075600,1349
612029080,1350
613982560,1351
615936040,1352
617889520,1353
619843000,1354
621796480,1355
623749960,1356
625703440,1357
627656920,1358
629676100,1359
631629580,1360
633583060,1361
635536540,1361
637490020,1362
639509200,1362
641462680,1362
643416160,1363
645369640,1363
647388820,1363
649342300,1364
651295780,1364
653314960,1364
655268440,1364
657221920,1364
659241100,1364
661194580,1364
663148060,1364
665101540,1364
667120720,1364
669074200,1364
671027680,1364
673046860,1364
675000340,1364
676953820,1364
678973000,1364
680926480,1364
682879960,1364
684899140,1364
686852620,1364
688806100,1364
690759580,1364
692778760,1364
694732240,1364
696685720,1364
698704900,1364
700658380,1364
702611860,1365
704631040,1365
706584520,1365
708538000,1365
710557180,1366
712510660,1366
714464140,1367
716483320,1367
718436800,1368
720781560,1369
724205260,1369
726380660,1370
728334140,1371
730353320,1372
732306800,1373
734325980,1374
736279460,1375
738298640,1376
740252120,1377
742271300,1378
744224780,1379
746243960,1381
748263140,1382
750216620,1384
752235800,1386
754254980,1387
756274160,1389
758227640,1391
760246820,1394
762266000,1396
764285180,1398
766308740,1401
768336680,1403
770367540,1406
772402780,1409
774442400,1411
776484940,1414
778531860,1417
780583160,1420
782638840,1423
784698900,1427
786699100,1431
788769380,1435
790845500,1438
792926000,1442
795012340,1447
797040280,1451
799139760,1455
801243620,1460
803356240,1465
805410460,1470
807536220,1475
809605040,1480
811745400,1486
813830280,1491
815986700,1497
818151880,1503
820261580,1509
822444280,1515
824570040,1521
826770260,1528
828915000,1535
831069960,1542
833300840,1550
835477700,1557
837730480,1565
839929240,1573
842139680,1580
844426040,1589
846659840,1597
848905320,1606
851228180,1615
853499940,1624
855917700,1633
858206980,1643
860388220,1653
862649760,1664
865105480,1673
867483820,1682
869592060,1693
871846300,1705
875131300,1010
877411820,1204
878844080,1217
880603380,1231
882362680,1244
884121980,1257
885945520,1270
887769060,1282
889592600,1295
891481840,1307
893371080,1319
895260320,1331
897149560,1342
899103040,1354
901056520,1365
903010000,1375
904963480,1386
906982660,1396
908936140,1406
910984520,1416
913034360,1426
915033100,1435
917109220,1444
919132780,1453
921235180,1462
923285020,1471
925348000,1480
927424120,1487
929574700,1496
931674180,1504
933849580,1512
935970960,1519
938102560,1526
940310080,1533
942462120,1540
944690080,1547
946862560,1554
949045260,1560
951302420,1566
953568340,1572
955777320,1578
958060760,1584
960351500,1589
962585300,1594
964890640,1600
967140500,1605
969461900,1610
971825640,1615
974074040,1619
976351640,1624
978694940,1628
980982760,1631
983258900,1636
985605120,1640
987888560,1643
990142800,1647
992442300,1650
994699460,1653
997025240,1657
999396280,1160
1002701720,1173
1004850840,1182
1006610140,1190
1008303740,1199
1009997340,1206
1011756640,1213
1013515940,1221
1015275240,1228
1017034540,1235
1018793840,1242
1020553140,1248
