bytes_transferred,congestion_window
108040,20
108040,34
207320,40
397120,68
651160,68
681820,68
681820,68
712480,68
712480,68
712480,68
712480,68
712480,68
712480,68
712480,68
712480,68
712480,68
712480,68
712480,68
712480,68
712480,68
712480,68
712480,17
712480,34
712480,68
744600,136
1134420,272
1785580,544
3217840,1088
5774300,2176
7019680,4343
9701700,1449
12209980,3056
14178060,3056
16300900,1783
18885100,1451
21361260,1508
23542500,1518
25738340,1529
27884540,1538
30043880,1547
32216360,1557
34469140,1566
36669360,1575
38882720,1583
42020260,1596
44254060,1603
46571080,1611
48837000,1618
51113140,1626
53203860,1138
53984960,1140
56637780,1155
58527020,1163
60220620,1171
61848520,1179
63542120,1186
65301420,1193
66995020,1200
68688620,1208
70447920,1214
72207220,1221
73966520,1227
75725820,1234
77485120,1240
79308660,1246
81067960,1251
82891500,1257
84715040,1262
86538580,1268
88362120,1273
90185660,1278
92009200,1283
93898440,1287
95721980,1292
97611220,1296
99500460,1300
101389700,1304
103670220,1309
106536200,1315
108425440,1318
110314680,1322
112203920,1325
114157400,1328
116046640,1331
118000120,1334
119889360,1337
121842840,1340
123796320,1343
125685560,1345
127639040,1347
129592520,1350
131546000,1352
133499480,1354
135452960,1356
137406440,1358
139359920,1360
141313400,1361
143332580,1363
145286060,1364
147239540,1366
149258720,1367
151212200,1368
153165680,1370
155184860,1371
157138340,1372
159157520,1373
161111000,1374
163130180,1375
165083660,1376
167102840,1377
169056320,1378
171075500,1378
173028980,1379
175048160,1379
177067340,1380
179020820,1380
181040000,1381
183059180,1381
185012660,1381
187031840,1381
189051020,1382
191004500,1382
193023680,1382
195042860,1382
197062040,1382
199015520,1382
201034700,1382
203053880,1382
205007360,1382
207026540,1382
209045720,1382
211064900,1382
213018380,1382
215037560,1382
217056740,1382
219010220,1382
221029400,1382
223048580,1382
225067760,1382
227021240,1382
229040420,1382
231059600,1382
233013080,1382
235032260,1382
237051440,1382
239070620,1382
241024100,1382
243043280,1383
245062460,1383
247015940,1383
249035120,1384
251054300,1384
253073480,1384
255026960,1385
257046140,1385
259065320,1386
261084500,1387
263037980,1387
265057160,1388
267076340,1389
269095520,1390
271114700,1391
273133880,1392
275153060,1393
277172240,1394
279191420,1395
281144900,1396
283188900,1398
285235820,1399
287593720,1401
289938480,1402
293000100,1405
295344860,1407
297390320,1409
299429940,1411
301472480,1413
303517940,1415
305566320,1418
307619080,1420
309674760,1423
311734820,1425
313732100,1428
315798000,1431
317868280,1434
319091760,1004
319221700,1006
321995700,1026
323689300,1039
325187260,1052
326685220,1063
328183180,1074
329746840,1085
331310500,1096
332874160,1107
334437820,1117
336065720,1126
337693620,1136
339321520,1145
340949420,1155
342577320,1164
344270920,1173
345964520,1183
347658120,1191
349351720,1200
351111020,1209
352804620,1216
354563920,1224
356323220,1232
358082520,1239
359906060,1246
361665360,1253
363488900,1260
365312440,1267
367135980,1274
368959520,1280
370783060,1286
372672300,1292
374561540,1298
376385080,1304
378274320,1310
380163560,1315
382052800,1321
383942040,1326
385895520,1331
387784760,1335
389738240,1340
391627480,1345
393580960,1349
395534440,1353
397487920,1357
399441400,1361
401394880,1365
403414060,1369
405367540,1372
407321020,1376
409340200,1379
411293680,1382
413312860,1385
415332040,1388
417351220,1390
419304700,1393
421329720,1396
423350360,1399
425375380,1401
427403320,1403
429434180,1405
431467960,1407
433504660,1409
435544280,1411
437586820,1413
439632280,1414
441679200,1416
443729040,1417
445780340,1419
447834560,1420
449890240,1421
451947380,1422
454005980,1423
456066040,1424
458061860,1425
460123380,1427
462187820,1428
464253720,1429
466321080,1430
468389900,1431
470460180,1431
472530460,1432
474602200,1432
476673940,1432
478745680,1433
480818880,1433
482892080,1433
484965280,1434
487039940,1434
489114600,1434
491514840,1434
494287380,1434
496362040,1434
498436700,1434
500511360,1434
502586020,1434
504660680,1434
506735340,1434
508810000,1434
510884660,1434
512959320,1434
515033980,1434
517172880,1434
519679700,1434
522300400,1434
524328340,1434
526403000,1434
528476200,1434
530550860,1434
532625520,1434
534700180,1434
536774840,1434
538849500,1434
540922700,1434
542997360,1435
545073480,1435
547149600,1435
549225720,1435
551301840,1436
553379420,1436
555457000,1437
557536040,1437
559615080,1438
561695580,1438
563776080,1439
565858040,1440
567941460,1441
570026340,1441
572109760,1442
574128940,1009
574193180,1018
577051860,1033
578745460,1046
580243420,1057
581741380,1069
583305040,1080
584803000,1092
586366660,1103
587994560,1113
589558220,1124
591186120,1134
592814020,1144
594441920,1154
596069820,1163
597763420,1173
599457020,1182
601150620,1190
602844220,1199
604603520,1208
606297120,1216
608056420,1224
609815720,1232
611575020,1240
613398560,1248
615157860,1255
616981400,1262
618804940,1270
620628480,1276
622452020,1283
624341260,1289
626556080,1297
628379620,1303
630268860,1308
632158100,1314
634047340,1320
635936580,1325
637890060,1330
639779300,1335
641732780,1340
643622020,1345
645575500,1350
647528980,1354
649482460,1359
651435940,1363
653389420,1367
655408600,1371
657362080,1374
659315560,1378
661334740,1381
663353920,1385
665307400,1388
667326580,1391
669345760,1395
671364940,1398
673384120,1400
675403300,1403
677488180,1405
679507360,1408
681690060,1410
683774940,1412
685818940,1414
687864400,1416
689914240,1418
691967000,1420
694022680,1422
696081280,1424
698077100,1425
700138620,1426
702201600,1428
704267500,1429
706334860,1430
708467920,1432
710650620,1433
712659580,1434
714734240,1435
716810360,1436
718887940,1437
720966980,1438
723047480,1438
725127980,1439
727209940,1439
729291900,1440
731375320,1440
733458740,1440
735542160,1441
737627040,1441
739711920,1441
741796800,1442
743883140,1442
745969480,1442
748055820,1442
750142160,1442
752228500,1442
754314840,1442
756401180,1442
758487520,1442
760573860,1442
762660200,1442
764746540,1442
766832880,1442
768919220,1442
771526780,1442
773677360,1442
775893640,1442
777979980,1442
780066320,1442
782152660,1442
784239000,1442
786345780,1442
788432120,1442
790541820,1442
792651520,1442
794737860,1442
796911800,1442
798955800,1443
801043600,1443
803131400,1443
805219200,1444
807308460,1444
809396260,1011
809460500,1014
812319180,1035
814012780,1048
815510740,1060
817008700,1072
818572360,1083
820136020,1094
821699680,1105
823263340,1116
824827000,1126
826454900,1136
828082800,1146
829710700,1156
831404300,1166
833097900,1175
834791500,1184
836485100,1193
838178700,1201
839872300,1210
841631600,1218
843390900,1226
845150200,1234
846909500,1242
848733040,1249
850492340,1257
852315880,1264
854139420,1271
856028660,1278
857917900,1285
860067020,1292
862868760,1301
864692300,1307
866581540,1313
868470780,1318
870360020,1324
872313500,1329
874202740,1334
876156220,1339
878045460,1344
879998940,1348
881952420,1353
883905900,1357
885859380,1362
887812860,1366
889766340,1370
891785520,1374
893739000,1377
895758180,1381
897711660,1384
899730840,1388
901750020,1391
903769200,1394
905788380,1397
907807560,1400
909826740,1402
911845920,1405
913865100,1408
915897420,1410
917938500,1412
919982500,1414
922029420,1416
924079260,1418
926132020,1420
928187700,1422
930246300,1424
932242120,1425
934303640,1427
936368080,1429
938435440,1430
940504260,1431
942574540,1433
944647740,1434
946722400,1435
948798520,1436
950876100,1437
952955140,1438
