bytes_transferred,congestion_window
108040,20
108040,40
220460,76
445300,152
811760,304
1722800,524
3350700,1042
5631220,1734
6673660,2400
7584700,4238
10002460,4283
11601160,4283
14351800,1406
16765180,3008
18581420,3008
21250300,1440
23717700,2116
25441960,2131
28315240,1311
30731540,1503
32775540,1514
34835600,1523
36973040,1533
39125080,1543
41291720,1552
43471500,1561
45664420,1569
47934720,1578
50152460,1586
52381880,1594
54687220,1602
56940000,1610
59204460,1618
61997440,1133
64612300,1140
66371600,1148
67543980,803
67608220,808
70554500,815
71791120,822
72963500,827
74135880,834
75372500,839
76544880,845
77781500,851
79018120,857
80254740,862
81491360,867
82727980,872
83964600,877
85201220,881
86503540,886
87740160,890
89042480,894
90344800,898
91647120,902
92949440,906
94251760,910
95554080,913
96856400,917
98158720,920
99526740,923
100829060,926
102197080,929
103499400,932
104867420,935
106235440,937
107537760,940
108905780,942
110273800,945
111641820,947
113009840,949
114377860,951
115745880,952
117113900,954
118481920,956
119914180,957
121282200,959
122650220,960
124018240,961
125450500,962
126818520,964
128250780,965
129618800,966
130986820,967
132419080,968
133787100,969
135219360,970
136587380,971
138019640,971
139451900,972
140819920,972
142252180,973
143620200,973
145052460,973
146484720,974
147852740,974
149285000,974
150653020,975
152085280,975
153517540,975
154885560,975
156317820,975
157750080,975
159118100,975
160550360,975
161982620,975
163350640,975
164782900,975
166215160,975
167583180,975
169015440,975
170447700,975
171815720,975
173247980,975
174680240,975
176048260,975
177480520,975
178912780,975
180280800,975
181713060,975
183145320,975
184513340,975
185945600,975
187377860,975
188745880,976
190178140,976
191610400,976
192978420,976
194410680,977
195842940,977
197275200,978
198643220,978
200075480,979
201507740,979
202875760,980
204308020,981
205740280,981
207172540,983
208604800,984
210037060,985
211405080,986
212837340,987
214269600,988
215701860,989
217134120,990
218566380,991
219998640,993
221430900,995
222863160,996
224295420,998
225727680,1000
227159940,1002
228657900,1004
230090160,1006
231522420,1008
233020380,1010
234452640,1012
235884900,1015
237382860,1018
238815120,1020
240313080,1023
241811040,1026
243309000,1029
244806960,1033
246239220,1036
247737180,1039
249235140,1043
250733100,1047
252296760,1051
253794720,1055
255292680,1059
256856340,1063
258354300,1068
259917960,1072
261481620,1077
262979580,1082
264543240,1087
266106900,1092
267734800,1098
269558340,1104
271643220,1112
274053680,1120
275617340,1127
277245240,1133
278873140,1140
280501040,1147
282194640,1154
283822540,1161
285516140,1168
287209740,1176
288903340,1184
290596940,1191
292160600,833
292224840,842
295181340,852
296417960,863
297654580,874
298891200,884
300193520,894
301430140,903
302732460,913
304034780,922
305402800,931
306705120,940
308073140,949
309441160,957
310809180,965
312177200,974
313545220,981
314977480,989
316409740,997
317842000,1004
319274260,1011
320706520,1018
322204480,1025
323636740,1031
325134700,1038
326632660,1044
328130620,1050
329628580,1056
331192240,1062
332690200,1068
334253860,1073
335817520,1078
337315480,1083
338879140,1088
340442800,1093
342070700,1098
343634360,1102
345198020,1106
346825920,1111
348389580,1115
350017480,1118
351645380,1122
353273280,1126
354901180,1129
356529080,1133
358156980,1136
359784880,1139
361412780,1142
363040680,1145
364734280,1148
366362180,1151
368055780,1153
369683680,1156
371377280,1158
373070880,1160
374698780,1163
376392380,1165
378085980,1166
379779580,1168
381473180,1170
383166780,1172
384860380,1173
386553980,1174
388247580,1176
389941180,1177
391634780,1178
393328380,1179
395021980,1181
396781280,1182
398474880,1183
400168480,1184
401862080,1185
403621380,1186
405314980,1187
407008580,1187
408767880,1188
410461480,1188
412220780,1189
413914380,1189
415607980,1190
417367280,1190
419060880,1190
420820180,1190
422513780,1191
424273080,1191
425966680,1191
427660280,1191
429419580,1191
431113180,1191
432872480,1191
434566080,1191
436325380,1191
438018980,1191
439778280,1191
441471880,1191
443231180,1191
444924780,1191
446684080,1191
448377680,1191
450136980,1191
451830580,1191
453524180,1191
455283480,1191
456977080,1191
458736380,1191
460429980,1191
462189280,1191
463882880,1191
465642180,1191
467335780,1191
469095080,1192
470788680,1192
472547980,1192
474241580,1193
476326460,1193
478345640,1194
480104940,1194
481798540,1195
483557840,1195
485317140,1196
487010740,1197
488770040,1197
490463640,1198
492222940,1199
494112180,1200
495805780,1201
497565080,1202
499324380,1203
501017980,1204
502777280,1205
504536580,1206
506230180,1207
507989480,1209
509748780,1211
511508080,1212
513267380,1214
515026680,1216
516785980,1218
518545280,1220
520304580,1222
522063880,1225
523823180,1227
526559220,1231
528318520,1233
530077820,1236
531901360,1239
533660660,1242
535484200,1245
537243500,1248
539067040,1252
540890580,1255
542714120,1259
544473420,1262
546296960,1266
548120500,1270
550009740,1274
551833280,1279
552223100,895
552353040,895
555219020,916
556651280,929
557953600,940
559321620,951
560689640,961
562057660,971
563425680,980
564857940,990
566290200,1000
567722460,1009
569154720,1018
570586980,1028
572084940,1036
573582900,1044
575080860,1053
576578820,1060
578076780,1068
579640440,1076
581204100,1083
582767760,1091
584331420,1098
585895080,1105
587458740,1112
589086640,1119
590714540,1125
592278200,1132
593906100,1137
595599700,1143
597227600,1149
598855500,1154
600549100,1160
602177000,1165
603870600,1170
605564200,1175
607257800,1180
608951400,1185
610645000,1189
612404300,1193
614097900,1198
615857200,1202
617550800,1206
619310100,1210
621069400,1214
622828700,1217
624588000,1220
626347300,1224
628106600,1227
629865900,1230
631625200,1233
633448740,1236
635208040,1238
636967340,1241
638790880,1243
640614420,1245
642373720,1248
644197260,1250
646020800,1252
647780100,1254
649603640,1256
651427180,1258
653250720,1260
655074260,1261
656897800,1263
658721340,1264
660544880,1265
662368420,1266
664191960,1267
666015500,1269
667839040,1270
669728280,1271
671551820,1272
673375360,1273
675198900,1274
677088140,1275
678911680,1275
680735220,1276
682624460,1276
684448000,1277
686271540,1277
688160780,1277
689984320,1278
691873560,1278
694218320,1279
696433140,1279
698322380,1279
700145920,1279
702035160,1279
703858700,1279
705682240,1279
707571480,1279
709395020,1279
711284260,1279
713107800,1279
714997040,1279
716820580,1279
718644120,1279
720533360,1279
722356900,1279
724246140,1279
726069680,1279
727958920,1279
729782460,1279
731606000,1279
733495240,1279
735318780,1279
737208020,1279
739031560,1279
740920800,1279
742744340,1279
744567880,1279
746457120,1280
748280660,1280
750169900,1280
751993440,1281
753882680,1281
755706220,1281
757595460,1282
759419000,1282
761308240,1283
763131780,1284
765933520,1285
767822760,1285
769646300,1286
771535540,1287
773359080,1288
775248320,1289
777137560,1290
778961100,1291
780850340,1292
782739580,1293
784563120,1294
786452360,1296
788341600,1298
790230840,1299
792054380,1301
793943620,1303
795832860,1305
797722100,1307
799611340,1309
801500580,1311
803389820,1314
805279060,1316
807232540,1318
809121780,1321
811011020,1323
812964500,1326
814853740,1329
816742980,1332
818696460,1336
820649940,1339
822539180,1342
824492660,1346
826446140,1350
828399620,1354
830353100,1358
832306580,1362
834260060,1366
835236800,956
835301040,956
838058980,975
839427000,988
840795020,1003
842227280,1015
843725240,1026
845157500,1036
846655460,1045
848153420,1054
849651380,1064
851215040,1074
852778700,1084
854276660,1093
855840320,1102
857468220,1111
859031880,1120
860659780,1129
862287680,1137
863915580,1145
865543480,1153
867237080,1160
868864980,1168
870558580,1175
872252180,1182
873945780,1190
875639380,1196
877398680,1204
879092280,1210
880851580,1216
882610880,1222
884370180,1228
886129480,1234
887888780,1240
889712320,1245
891471620,1251
893295160,1256
895118700,1261
896942240,1266
898765780,1270
900589320,1275
902412860,1279
904236400,1283
906711100,1289
909121560,1294
911661960,1299
913551200,1302
915440440,1306
917329680,1309
919218920,1312
921108160,1315
922997400,1318
924886640,1321
926840120,1324
928729360,1327
930618600,1329
932572080,1332
934461320,1334
936414800,1336
938368280,1338
940257520,1340
942211000,1342
944164480,1344
946117960,1345
948071440,1347
949960680,1349
951914160,1350
953867640,1351
955821120,1353
957774600,1354
959728080,1355
961747260,1356
963700740,1357
965654220,1358
967607700,1359
969561180,1360
971514660,1361
973533840,1362
975487320,1362
977440800,1363
979394280,1363
981413460,1364
983366940,1364
985320420,1365
987339600,1365
989293080,1365
